X	target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	ens_gene	ext_gene	organism_id	drug_id	dose_id	time_id	efit_id	efit_root	feature_id	ensembl_transcript_id	fdr	logfc	ave	ensembl_gene_id	ensembl_gene_type	ensembl_transcript_type	ensembl_gene_status	ensembl_transcript_status	ensembl_chromosome	ensembl_description	ensembl_gene_name	ensembl_transcript_name	gene_id	significant	direction	model_data_count	model_feature_count	model_gene_count	n_up	n_dn	n_significant	pct_significant	efit_ok
3995	ENSRNOT00000037608	0.0460266912560257	0.175857254498662	-0.147987560120759	0.074173708725162	8.41986009206277	0.0204884996501219	0.000207871509118288	0.0154868587015852	0.0217990847550624	0.0217990847550624	ENSRNOG00000021808	Tecr	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000037608	ENSRNOT00000037608	0.175857254498662	-0.213500919099476	8.41986009206277	ENSRNOG00000021808	protein_coding	protein_coding	KNOWN	KNOWN	19	trans-2,3-enoyl-CoA reductase [Source:RGD Symbol;Acc:620376]	Tecr	Tecr-201	191576	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
2478	ENSRNOT00000000201	0.0089174980950956	0.054930060905383	-0.190290359801417	0.0727631893624511	7.44421510223837	0.0240381669248317	0.000594138857255105	0.0148152054098209	0.0205837880475286	0.0205837880475286	ENSRNOG00000000185	MPST	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000000201	ENSRNOT00000000201	0.054930060905383	-0.274530958414481	7.44421510223837	ENSRNOG00000000185	protein_coding	protein_coding	KNOWN	KNOWN	7	mercaptopyruvate sulfurtransferase [Source:RGD Symbol;Acc:620065]	Mpst	Mpst-201	192172	TRUE	-1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
4184	ENSRNOT00000033975	0.0529822785910858	0.193289077536886	-0.182193543073661	0.0941536906720692	6.97146021057954	0.0419475551141701	0.000997646622139628	0.0344620232465471	0.020416710991048	0.0344620232465471	ENSRNOG00000024907	Tnrc6b	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000033975	ENSRNOT00000033975	0.193289077536886	-0.26284972107436	6.97146021057954	ENSRNOG00000024907	protein_coding	protein_coding	KNOWN	KNOWN	7	trinucleotide repeat containing 6B [Source:RGD Symbol;Acc:621428]	Tnrc6b	Tnrc6b-201	192178	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
15210	ENSRNOT00000020335	0.996202187197324	0.998964229244732	0.000493169145966491	0.103609783322852	6.79701530867847	0.0400773504049929	0.00110963095468766	0.0418303178461456	0.020486586842409	0.0418303178461456	ENSRNOG00000015072	Ptgr1	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000020335	ENSRNOT00000020335	0.998964229244732	0.000711492681205266	6.79701530867847	ENSRNOG00000015072	protein_coding	protein_coding	KNOWN	KNOWN	5	prostaglandin reductase 1 [Source:RGD Symbol;Acc:621195]	Ptgr1	Ptgr1-201	192227	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
4504	ENSRNOT00000002732	0.0658522119127049	0.223146006630272	0.17934588098235	0.0975008805999743	7.91718521992284	0.0440679597530991	0.000368463936230278	0.0376572229348515	0.0210218685136344	0.0376572229348515	ENSRNOG00000001991	Atp5o	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000002732	ENSRNOT00000002732	0.223146006630272	0.258741413097099	7.91718521992284	ENSRNOG00000001991	protein_coding	protein_coding	KNOWN	KNOWN	11	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit [Source:RGD Symbol;Acc:621379]	Atp5o	Atp5o-201	192241	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
6367	ENSRNOT00000017675	0.167030584141536	0.400369792138254	-0.222381849105419	0.160935389214034	10.0525626892679	0.109881727955243	4.64209095718938e-05	0.103554377096318	0.0269393643288887	0.103554377096318	ENSRNOG00000013004	Akr1d1	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000017675	ENSRNOT00000017675	0.400369792138254	-0.320829190888106	10.0525626892679	ENSRNOG00000013004	protein_coding	protein_coding	KNOWN	KNOWN	4	aldo-keto reductase family 1, member D1 [Source:RGD Symbol;Acc:620752]	Akr1d1	Akr1d1-201	192242	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
6823	ENSRNOT00000024074	0.199409499622882	0.446106786200156	-0.162434503640888	0.126581967061788	4.47592077648067	0.0578801851538692	0.012488664429377	0.0419872573860366	0.0516033131115497	0.0516033131115497	ENSRNOG00000017850	Dctpp1	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000024074	ENSRNOT00000024074	0.446106786200156	-0.234343452871969	4.47592077648067	ENSRNOG00000017850	protein_coding	protein_coding	KNOWN	KNOWN	1	dCTP pyrophosphatase 1 [Source:RGD Symbol;Acc:620933]	Dctpp1	Dctpp1-201	192252	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
12178	ENSRNOT00000013691	0.670552345853167	0.840478435578087	0.0384818475506676	0.0904624967543291	6.62263846634327	0.0309464904152776	0.00122891691612897	0.031504936359979	0.0207172493636066	0.031504936359979	ENSRNOG00000024144	Cdipt	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000013691	ENSRNOT00000013691	0.840478435578087	0.0555175706255933	6.62263846634327	ENSRNOG00000024144	protein_coding	protein_coding	KNOWN	KNOWN	1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:RGD Symbol;Acc:620576]	Cdipt	Cdipt-201	192260	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
5074	ENSRNOT00000004113	0.0925165762107521	0.278239835030829	0.232707509701462	0.138329499524829	4.18416273728515	0.0402224294274936	0.0160861153013621	0.0115371204933936	0.060454086453797	0.060454086453797	ENSRNOG00000003070	PIGL	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000004113	ENSRNOT00000004113	0.278239835030829	0.335725970223919	4.18416273728515	ENSRNOG00000003070	protein_coding	protein_coding	KNOWN	KNOWN	10	phosphatidylinositol glycan anchor biosynthesis, class L [Source:RGD Symbol;Acc:620437]	Pigl	Pigl-201	192263	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
9933	ENSRNOT00000018737	0.445821530673551	0.684926223078631	0.0811492672479496	0.106439280277308	8.85954051259176	0.0440521837275192	0.000131088598817706	0.0451861929449875	0.0227624655691332	0.0451861929449875	ENSRNOG00000031612	Gls2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000018737	ENSRNOT00000018737	0.684926223078631	0.11707364543039	8.85954051259176	ENSRNOG00000031612	protein_coding	protein_coding	KNOWN	KNOWN	7	glutaminase 2 (liver, mitochondrial) [Source:RGD Symbol;Acc:620359]	Gls2	Gls2-201	192268	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
2994	ENSRNOT00000011237	0.0184138190643473	0.0938615294830411	-0.221631926503515	0.0940237824483777	8.78104336852748	0.0461032837782019	0.000149566307051954	0.0352123203565475	0.0225699754755724	0.0352123203565475	ENSRNOG00000008116	Ppap2b	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000011237	ENSRNOT00000011237	0.0938615294830411	-0.319747281269288	8.78104336852748	ENSRNOG00000008116	protein_coding	protein_coding	KNOWN	KNOWN	5	phosphatidic acid phosphatase type 2B [Source:RGD Symbol;Acc:620454]	Ppap2b	Ppap2b-201	192270	TRUE	-1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
245	ENSRNOT00000013515	3.22391698396094e-09	2.00856607523183e-07	0.649606420726186	0.109735073303566	6.14165464483585	0.157486269394622	0.00240291968977031	0.0457642255619856	0.0225137746554345	0.0457642255619856	ENSRNOG00000010134	Acot2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000013515	ENSRNOT00000013515	2.00856607523183e-07	0.937183961711298	6.14165464483585	ENSRNOG00000010134	protein_coding	protein_coding	KNOWN	KNOWN	6	acyl-CoA thioesterase 2 [Source:RGD Symbol;Acc:621055]	Acot2	Acot2-201	192272	TRUE	1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
5039	ENSRNOT00000024234	0.0911060572377415	0.27606955389285	0.244736012573677	0.14484918696636	4.33460302714862	0.0943023288954343	0.0146436653443253	0.0692814825149363	0.0557525179588384	0.0692814825149363	ENSRNOG00000017964	Slc22a25	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000024234	ENSRNOT00000024234	0.27606955389285	0.353079431666983	4.33460302714862	ENSRNOG00000017964	protein_coding	protein_coding	KNOWN	KNOWN	1	solute carrier family 22, member 25 [Source:RGD Symbol;Acc:621104]	Slc22a25	Slc22a25-201	192273	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
6671	ENSRNOT00000012233	0.189328751501349	0.432880421890235	-0.0954581763237724	0.0727263029253481	7.3038720520471	0.0140624426640398	0.000650235939405292	0.0118131630786201	0.0205062246093527	0.0205062246093527	ENSRNOG00000009090	Dad1	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000012233	ENSRNOT00000012233	0.432880421890235	-0.137717037594611	7.3038720520471	ENSRNOG00000009090	protein_coding	protein_coding	KNOWN	KNOWN	15	defender against cell death 1 [Source:RGD Symbol;Acc:621028]	Dad1	Dad1-201	192275	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
8611	ENSRNOT00000051720	0.331038958948997	0.586805094576412	-0.129274764178215	0.132995540993713	8.07878853027468	0.0704910292246075	0.000321670996895918	0.0704295846999456	0.0212356989061357	0.0704295846999456	ENSRNOG00000011474	Ppp1r3b	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000051720	ENSRNOT00000051720	0.586805094576412	-0.186504061192001	8.07878853027468	ENSRNOG00000011474	protein_coding	protein_coding	KNOWN	KNOWN	16	protein phosphatase 1, regulatory subunit 3B [Source:RGD Symbol;Acc:621600]	Ppp1r3b	Ppp1r3b-201	192280	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
5305	ENSRNOT00000067150	0.103223323197791	0.297002979319714	-0.144107732379297	0.0884409126245077	5.79356687292132	0.0347392450382624	0.00328913989296743	0.0279980402104558	0.0250359591158692	0.0279980402104558	ENSRNOG00000020216	Gmpr2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000067150	ENSRNOT00000067150	0.297002979319714	-0.207903510857366	5.79356687292132	ENSRNOG00000020216	protein_coding	protein_coding	KNOWN	KNOWN	15	guanosine monophosphate reductase 2 [Source:RGD Symbol;Acc:628875]	Gmpr2	Gmpr2-201	192357	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
12811	ENSRNOT00000045049	0.739747461947392	0.881391402635625	0.0267411916568363	0.0805002241342174	8.26964381592395	0.0243837590747887	0.000499203272890469	0.0254219410697465	0.0215318610130388	0.0254219410697465	ENSRNOG00000032908	Acaa1a	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000045049	ENSRNOT00000045049	0.881391402635625	0.038579384590779	8.26964381592395	ENSRNOG00000032908	protein_coding	protein_coding	KNOWN	KNOWN	8	acetyl-CoA acyltransferase 1A [Source:RGD Symbol;Acc:67379]	Acaa1	Acaa1-201	24157	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
5038	ENSRNOT00000013238	0.091118986949728	0.27606955389285	-0.132768602677008	0.0785834200118615	9.48082170112971	0.0156515091852444	7.47258442432436e-05	0.01165831918086	0.0246266897587993	0.0246266897587993	ENSRNOG00000009845	Acadm	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000013238	ENSRNOT00000013238	0.27606955389285	-0.191544604667877	9.48082170112971	ENSRNOG00000009845	protein_coding	protein_coding	KNOWN	KNOWN	2	acyl-CoA dehydrogenase, C-4 to C-12 straight chain [Source:RGD Symbol;Acc:2012]	Acadm	Acadm-201	24158	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
12585	ENSRNOT00000023447	0.715311065229294	0.867581096516484	0.0701858779558326	0.192431083178509	7.45039036562143	0.139557909943997	0.0349942460528392	0.113124641040177	0.0205877448532282	0.113124641040177	ENSRNOG00000016924	Acly	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000023447	ENSRNOT00000023447	0.867581096516484	0.101256818067318	7.45039036562143	ENSRNOG00000016924	protein_coding	protein_coding	KNOWN	KNOWN	10	ATP citrate lyase [Source:RGD Symbol;Acc:2018]	Acly	Acly-201	24159	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
6575	ENSRNOT00000007287	0.181711754121615	0.421847637249023	-0.097171096948908	0.0727599208040724	7.35670572805319	0.0198167533792515	0.00064337375365995	0.017891084272037	0.0205326505479996	0.0205326505479996	ENSRNOG00000005260	Acp1	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000007287	ENSRNOT00000007287	0.421847637249023	-0.14018825968593	7.35670572805319	ENSRNOG00000005260	protein_coding	protein_coding	KNOWN	KNOWN	6	acid phosphatase 1, soluble [Source:RGD Symbol;Acc:2020]	Acp1	Acp1-201	24161	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
8459	ENSRNOT00000018620	0.318755110494332	0.575115603615305	-0.0725487247212591	0.072765612467713	7.57660395936903	0.0160867674784056	0.000500609087438118	0.015231408222659	0.0206787283437674	0.0206787283437674	ENSRNOG00000013594	Acp2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000018620	ENSRNOT00000018620	0.575115603615305	-0.104665685378179	7.57660395936903	ENSRNOG00000013594	protein_coding	protein_coding	KNOWN	KNOWN	3	acid phosphatase 2, lysosomal [Source:RGD Symbol;Acc:2021]	Acp2	Acp2-201	24162	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
13155	ENSRNOT00000014151	0.775058707656636	0.898633510679125	0.0501803393312108	0.175600492768349	3.52713565864364	0.0451319175044869	0.0336090224698501	0.0140271558691299	0.0897331097720978	0.0897331097720978	ENSRNOG00000010265	Ada	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000014151	ENSRNOT00000014151	0.898633510679125	0.0723949267032634	3.52713565864364	ENSRNOG00000010265	protein_coding	protein_coding	KNOWN	KNOWN	3	adenosine deaminase [Source:RGD Symbol;Acc:2031]	Ada	Ada-201	24165	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
10649	ENSRNOT00000036993	0.512367740577005	0.734414610965106	-0.956750498786816	1.46034143433193	3.22689938502395	8.20579492920043	0.198169271585375	8.33221914772113	0.109806693441811	8.33221914772113	ENSRNOG00000012436	Adh6	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000036993	ENSRNOT00000036993	0.734414610965106	-1.38029919996778	3.22689938502395	ENSRNOG00000012436	protein_coding	protein_coding	KNOWN	KNOWN	2	alcohol dehydrogenase 6 (class V) [Source:RGD Symbol;Acc:1306313]	Adh6	Adh6-201	24172	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
722	ENSRNOT00000024917	1.62359338228089e-05	0.000342773573819302	0.5997331908398	0.139109990205081	10.2010153412081	0.168160573718106	4.23157153516611e-05	0.0773640417840792	0.0276458189182848	0.0773640417840792	ENSRNOG00000018445	Agt	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000024917	ENSRNOT00000024917	0.000342773573819302	0.865232100281094	10.2010153412081	ENSRNOG00000018445	protein_coding	protein_coding	KNOWN	KNOWN	19	angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:RGD Symbol;Acc:2069]	Agt	Agt-201	24179	TRUE	1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
3163	ENSRNOT00000000134	0.0224984564355713	0.108573012656516	0.186304944969648	0.0816466037293199	8.66651948387401	0.0341429021673602	0.000153798586398115	0.0265108730157323	0.0223053960514805	0.0265108730157323	ENSRNOG00000000122	RGD1562178	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000000134	ENSRNOT00000000134	0.108573012656516	0.268781220200802	8.66651948387401	ENSRNOG00000000122	protein_coding	protein_coding	KNOWN	KNOWN	5	adenylate kinase 2 [Source:RGD Symbol;Acc:2077]	Ak2	Ak2-201	24184	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
6452	ENSRNOT00000024000	0.172838314736894	0.408608489672136	0.402394926481511	0.295197011063823	6.99112984894485	0.368506541768604	0.00109919380573056	0.347465907558329	0.0204161185551728	0.347465907558329	ENSRNOG00000017619	Aldh1a1	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000024000	ENSRNOT00000024000	0.408608489672136	0.580533164913755	6.99112984894485	ENSRNOG00000017619	protein_coding	protein_coding	KNOWN	KNOWN	1	aldehyde dehydrogenase 1 family, member A1 [Source:RGD Symbol;Acc:2087]	Aldh1a1	Aldh1a1-201	24188	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
11333	ENSRNOT00000009111	0.582636199184478	0.784731222478768	0.050337373563354	0.0915994178941033	11.1714520217207	0.00754312833767476	1.42941258472239e-05	0.00734367161387389	0.033547519308307	0.033547519308307	ENSRNOG00000006807	Aldob	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000009111	ENSRNOT00000009111	0.784731222478768	0.072621479211226	11.1714520217207	ENSRNOG00000006807	protein_coding	protein_coding	KNOWN	KNOWN	5	aldolase B, fructose-bisphosphate [Source:RGD Symbol;Acc:2090]	Aldob	Aldob-201	24190	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
9456	ENSRNOT00000015535	0.405231485649623	0.653472472900638	-0.303458917186227	0.364596485331922	2.55273763264587	0.459043223844566	0.342829217386011	0.122692146898928	0.188893171079551	0.188893171079551	ENSRNOG00000011452	Aldoc	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000015535	ENSRNOT00000015535	0.653472472900638	-0.437798674938104	2.55273763264587	ENSRNOG00000011452	protein_coding	protein_coding	KNOWN	KNOWN	10	aldolase C, fructose-bisphosphate [Source:RGD Symbol;Acc:2091]	Aldoc	Aldoc-201	24191	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
12605	ENSRNOT00000012879	0.718571639381385	0.869872033624575	-0.0430472161581335	0.119453353130214	4.63287631805147	0.052125106126873	0.00995088827637221	0.0453679931970017	0.0471255260198346	0.0471255260198346	ENSRNOG00000009513	Akr1b1	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000012879	ENSRNOT00000012879	0.869872033624575	-0.0621040052754145	4.63287631805147	ENSRNOG00000009513	protein_coding	protein_coding	KNOWN	KNOWN	4	aldo-keto reductase family 1, member B1 (aldose reductase) [Source:RGD Symbol;Acc:2092]	Akr1b1	Akr1b1-001	24192	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
261	ENSRNOT00000022496	8.49724605946456e-09	4.96942390236272e-07	-0.443121367622935	0.0769536962959348	9.15929772525431	0.0680522335605901	0.000103419561901299	0.0167078174118678	0.0235840659325266	0.0235840659325266	ENSRNOG00000033529	Amy1a	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000022496	ENSRNOT00000022496	4.96942390236272e-07	-0.639288999581544	9.15929772525431	ENSRNOG00000033529	protein_coding	protein_coding	KNOWN	KNOWN	2	amylase, alpha 1A (salivary) [Source:RGD Symbol;Acc:2113]	Amy1a	Amy1a-201	24203	TRUE	-1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
8128	ENSRNOT00000040430	0.293204376894094	0.550680121440056	0.0805830235863069	0.0766641043791614	9.09154337232813	0.0172858599009804	0.000123471862773914	0.0165417712624733	0.0233860677382619	0.0233860677382619	ENSRNOG00000030019	Atp1a1	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000040430	ENSRNOT00000040430	0.550680121440056	0.116256728507803	9.09154337232813	ENSRNOG00000030019	protein_coding	protein_coding	KNOWN	KNOWN	2	ATPase, Na+/K+ transporting, alpha 1 polypeptide [Source:RGD Symbol;Acc:2167]	Atp1a1	Atp1a1-201	24211	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
9972	ENSRNOT00000058143	0.44921120220129	0.687394465203057	-0.17510638672593	0.231398541797183	3.03974100276249	0.208078996990477	0.047144834734439	0.167036305849011	0.125715149702665	0.167036305849011	ENSRNOG00000007290	Atp1a2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000058143	ENSRNOT00000058143	0.687394465203057	-0.252625115757484	3.03974100276249	ENSRNOG00000007290	protein_coding	protein_coding	KNOWN	KNOWN	13	ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:RGD Symbol;Acc:2168]	Atp1a2	Atp1a2-201	24212	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
7026	ENSRNOT00000015076	0.213190002593789	0.463155735780187	-0.37134628336564	0.298308074439393	2.35479724827921	0.24924655846499	0.128201820853564	0.0994486168819327	0.22774900824939	0.22774900824939	ENSRNOG00000011227	Atp1b2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000015076	ENSRNOT00000015076	0.463155735780187	-0.535739441464157	2.35479724827921	ENSRNOG00000011227	protein_coding	protein_coding	KNOWN	KNOWN	10	ATPase, Na+/K+ transporting, beta 2 polypeptide [Source:RGD Symbol;Acc:2171]	Atp1b2	Atp1b2-201	24214	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
1286	ENSRNOT00000067931	0.000447153927436021	0.00530330811840204	-0.888501583191729	0.253093547868049	3.78823753360882	0.330607334370895	0.180420015162085	-0.0517507464316136	0.0758053607276616	0.0758053607276616	ENSRNOG00000030269	Atp2b2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000067931	ENSRNOT00000067931	0.00530330811840204	-1.2818368278927	3.78823753360882	ENSRNOG00000030269	protein_coding	protein_coding	KNOWN	KNOWN	4	ATPase, Ca++ transporting, plasma membrane 2 [Source:RGD Symbol;Acc:2176]	Atp2b2	Atp2b2-202	24215	TRUE	-1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
10857	ENSRNOT00000039709	0.535030616576007	0.751998833463737	0.0557293548052111	0.0898360540133622	6.1085326894935	0.0309581315724505	0.00211981734730115	0.0301622490554658	0.0226991939680723	0.0301622490554658	ENSRNOG00000026474	Cad	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000039709	ENSRNOT00000039709	0.751998833463737	0.0804004638094196	6.1085326894935	ENSRNOG00000026474	protein_coding	protein_coding	KNOWN	KNOWN	6	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:RGD Symbol;Acc:1588606]	Cad	Cad-201	24240	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
14612	ENSRNOT00000064679	0.929467037455007	0.970946139858774	0.00656987946505377	0.0742230026071297	8.43291266407792	0.00711268394706012	0.000212463648836524	0.00739593677553212	0.0218237528152354	0.0218237528152354	ENSRNOG00000004060	Calm1	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000064679	ENSRNOT00000064679	0.970946139858774	0.00947833252347123	8.43291266407792	ENSRNOG00000004060	protein_coding	protein_coding	KNOWN	KNOWN	6	calmodulin 3 [Source:RGD Symbol;Acc:2259]	Calm3	Calm3-201	24242	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
5334	ENSRNOT00000022603	0.104838520922651	0.300034725407034	0.150769078091964	0.0929619894220579	6.51968877365398	0.0383248948242656	0.00141677325635109	0.0331509526528761	0.0209559122132102	0.0331509526528761	ENSRNOG00000016770	Calm3	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000022603	ENSRNOT00000022603	0.300034725407034	0.217513801282677	6.51968877365398	ENSRNOG00000016770	protein_coding	protein_coding	KNOWN	KNOWN	1	calmodulin 1 [Source:RGD Symbol;Acc:2257]	Calm1	Calm1-201	24244	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
773	ENSRNOT00000011230	2.32855058955883e-05	0.00045980590166916	-0.496288960234888	0.117303633717302	10.7738787304342	0.117051927151197	2.13551829182047e-05	0.0550192147502132	0.0308391230418768	0.0550192147502132	ENSRNOG00000008364	Cat	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000011230	ENSRNOT00000011230	0.00045980590166916	-0.715993621778813	10.7738787304342	ENSRNOG00000008364	protein_coding	protein_coding	KNOWN	KNOWN	3	catalase [Source:RGD Symbol;Acc:2279]	Cat	Cat-201	24248	TRUE	-1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
